company,job_title,location,job_type,experience_level,salary,requirment_of_the_company,facilities,role
Zscaler,"Data Engineer / Machine Learning Engineer - Spark, ETL, Pre-Processing, Pipeline, Machine Learning","Bengaluru, India",Full Time,Senior-level,115000.0,"Airflow,BigQuery,Business Intelligence,Computer Science,Distributed Systems,Docker","Startup environment,Team events,,,",data engineer
Talan,Consultant Data Analyst IT Digital Impulse - H/F,"Paris, France",Full Time,Entry-level,39000.0,"Agile,Architecture,AWS,Azure,Big Data,Consulting",",,,,",data analyst
Publicis Groupe,Data Analyst Trainee,"Qu?n 4, Vietnam",Full Time,Entry-level,48000.0,"Data analysis,Data Studio,Excel,Power BI,Python,Research",",,,,",data analyst
Causaly,Data Science Engineer,"London, England, United Kingdom",Full Time,Mid-level,51000.0,"Architecture,Big Data,Computer Science,Data pipelines,Drug discovery,Engineering","Career development,Competitive pay,Equity,Flex hours,Health care",data scientist
Welocalize,Data Analyst Specialist,Spain,Full Time,,56000.0,"Agile,Computer Science,Data Analytics,Data visualization,KPIs,Looker","Career development,Flex hours,,,",data analyst
EVYD Technology,"Director, Data Science (Engagement)",Singapore,Full Time,Executive-level,65000.0,"Business Intelligence,Computer Science,Data Analytics,Data management,Deep Learning,Engineering",",,,,",data scientist
Wolt,Senior Data Analyst (Merchant),"Berlin, Germany",Full Time,Senior-level,92000.0,"A/B testing,Business Intelligence,Computer Science,Data analysis,Data Analytics,Data visualization","Career development,Equity,Home office stipend,,",data analyst
Forter,Data Science Manager,Israel - Tel Aviv,Full Time,,144000.0,"Big Data,CX,E-commerce,Engineering,Finance,FinTech","Career development,Flex vacation,Startup environment,,",data scientist
ATB Financial,Data Analyst,"Edmonton, Alberta, Canada",Full Time,Mid-level,65000.0,"Agile,Banking,Business Analytics,Computer Science,Data analysis,Data governance","Flex hours,Flex vacation,Health care,Startup environment,Wellness",data analyst
Talan,Talan Consulting  Consultant Senior/Manager  Data Strategy (H/F),"Paris, France",Full Time,Senior-level,62000.0,"Architecture,Consulting,Data governance,Data management,Data strategy,Machine Learning",",,,,",other
Bosch Group,Senior Cloud DevOps Engineer (Data & AI) bei eBike Systems (w/m/div.),"Kusterdingen, Germany",Full Time,Senior-level,62000.0,"Architecture,AWS,Azure,CI/CD,Data management,DevOps","Team events,,,,",other
Onera Health,Senior Data Science/AI Engineer,"Eindhoven, North Brabant, Netherlands",Full Time,Mid-level,51000.0,"Agile,AWS,Computer Science,Data analysis,Engineering,Kanban","Career development,Competitive pay,Equity,Health care,Home office stipend",data scientist
takealot.com,Data Analyst,Cape Town,Full Time,,80000.0,"AWS,BigQuery,Computer Science,CX,Data analysis,Data Studio","Career development,Competitive pay,Startup environment,,",data analyst
Raft,Senior Data Engineer,Remote,Full Time,Senior-level,115000.0,"Airflow,Distributed Systems,Elasticsearch,Flink,Golang,Kafka","401(k) matching,Career development,Competitive pay,Flex vacation,Health care",data engineer
Supernova Technology,Staff Software Engineer- Data Production,"Chicago, Illinois",Full Time,Senior-level,69000.0,"Architecture,AWS,Azure,CI/CD,Computer Science,Docker",",,,,",other
Unit4,Senior Data Scientist (Financial Analysis),"Kuala Lumpur, Malaysia",Full Time,Senior-level,129000.0,"Agile,Azure,Consulting,Data analysis,DevOps,Excel","Career development,Startup environment,Unlimited paid time off,,",data scientist
Stripe,"Data Scientist, Payments ML Accelerator",US -Remote/ Canada,Full Time,Senior-level,129000.0,"Architecture,Computer Science,Deep Learning,Engineering,Machine Learning,ML infrastructure",",,,,",data scientist
The Fork,Head of Product Data Management,"Paris, France",Full Time,Executive-level,73000.0,"Data management,Data strategy,Engineering,,,","Career development,Competitive pay,Equity,Flex hours,Flex vacation",other
Believe,Data engineer,"Liverpool, United Kingdom",Full Time,Senior-level,115000.0,"Architecture,Athena,AWS,Data pipelines,Data quality,Engineering","Career development,Startup environment,Transparency,,",data engineer
Poshmark,"Sr. Human Resource Business Partner (Technology, Engineering and Data Science)","Redwood City, CA",Full Time,Senior-level,129000.0,"Architecture,Consulting,E-commerce,Engineering,Privacy,","Career development,Flex hours,Team events,,",data scientist
Salary Finance,Junior Data Scientist (Commercial),"White City, London and your home!",Full Time,Entry-level,40000.0,"AWS,Data pipelines,Docker,Finance,FinTech,GCP","Career development,Equity,Health care,Home office stipend,Medical leave",data scientist
Tempus,Junior Clinical Trials Data Specialist,"Chicago, IL",Full Time,Entry-level,70000.0,"Biology,Genetics,Research,Testing,,",",,,,",other
Visa,Financial Data analyst,"Foster City, CA, United States",Full Time,,63000.0,"Data Analytics,Data visualization,Excel,Finance,PhD,Power BI","Equity,Health care,Insurance,Salary bonus,Wellness",data analyst
Block,"Senior Lead, Third Party Data Strategy & Governance","San Francisco, CA, United States",Full Time,Senior-level,142000.0,"Banking,Blockchain,Crypto,Data strategy,Engineering,Finance","Career development,Equity,Health care,Insurance,Parental leave",other
Bosch Group,SAP Consultant for Product Data Management,"Hatvan, Hungary",Full Time,,56000.0,"Data management,Economics,Industrial,R,,","Career development,Salary bonus,Team events,,",other
Sigma Software,Strong Middle/Senior Data Engineer (Healthcare domain),"Lviv, Ukraine",Full Time,Mid-level,73000.0,"Architecture,Azure,Big Data,BigQuery,Data analysis,Databricks",",,,,",data engineer
OKX,"Senior Product Data Analyst, Compliance","Singapore, Central, Singapore",Full Time,Senior-level,92000.0,"Blockchain,Crypto,Data Mining,Engineering,Finance,Research","Competitive pay,Startup environment,,,",data analyst
Ubisoft,Data Lead - Products / Mobile Apps  : Green Panda Games (M/W/NB),"Paris, France",Full Time,Executive-level,73000.0,"A/B testing,BigQuery,Data analysis,Data Analytics,Data management,Data visualization","Career development,Equity,Fitness / gym,Health care,Relocation support",other
Bosch Group,Internship - Data Analyst,"Ovar, Portugal",Full Time,Entry-level,,"Big Data,Computer Science,Data analysis,ETL,Git,Keras","Career development,Flex hours,Startup environment,Team events,",data analyst
Showroomprive.com,Data Analyst - H/F,"Saint-Denis, France",Full Time,Entry-level,48000.0,"Data warehouse,E-commerce,Excel,KPIs,SQL,","Career development,,,,",data analyst
2K,Senior Data Engineer - ETL,"Dublin, Dublin, Ireland",Full Time,Senior-level,115000.0,"Airflow,APIs,AWS,Azure,Big Data,Business Intelligence","Career development,,,,",data engineer
Bosch Group,EET Data Engineer,"Tân Bình, Vietnam",Full Time,Mid-level,73000.0,"Agile,Computer Science,Consulting,Data Analytics,Data Mining,Data warehouse","Career development,Flex hours,Health care,Salary bonus,Startup environment",data engineer
ASSYSTEM,Data Scientist - Stage H/F,"Marseille, France",Full Time,Entry-level,,"Computer Vision,NLP,R,R&D,,",",,,,",data scientist
Shape,"Data Engineering, Mid-Level","Rio de Janeiro, State of Rio de ",Full Time,Mid-level,73000.0,"Agile,Architecture,Azure,CI/CD,Computer Science,Data analysis","Fitness / gym,Flex hours,Health care,Snacks / Drinks,",data engineer
Visa,Data Scientist,"Foster City, CA, United States",Full Time,Senior-level,129000.0,"Computer Science,Economics,Excel,PhD,Predictive modeling,Python","Equity,Health care,Insurance,Salary bonus,Wellness",data scientist
SAIT,Data Engineer Analyst,"Calgary, AB",Full Time,Senior-level,73000.0,"Architecture,Azure,Business Intelligence,Classification,Data governance,Data management","Career development,Equity,,,",data engineer
OKX,"Senior Data Analyst, Trading","Singapore, Central, Singapore",Full Time,Senior-level,92000.0,"Amplitude,Blockchain,Crypto,Data analysis,Economics,Finance","Competitive pay,Equity,,,",data analyst
Gympass,Data Scientist | Search & Discovery,"São Paulo, Brazil",Full Time,Senior-level,129000.0,"Architecture,AWS,Computer Science,Deep Learning,Machine Learning,ML models","Career development,Fitness / gym,Flex hours,Flex vacation,Health care",data scientist
Experian,Cloud Data Analyst,"Heredia, Costa Rica",Full Time,Senior-level,92000.0,"AWS,Big Data,Computer Science,GCP,Snowflake,SQL","Equity,Medical leave,Salary bonus,,",data analyst
SpectraMedix,HEDIS Data Analyst,"East Windsor, NJ, United States",Full Time,Senior-level,92000.0,"Data analysis,Data Analytics,Python,SQL,Tableau,","Fitness / gym,Health care,Salary bonus,Team events,",data analyst
SYNTEGON,Working student Data Analyst & Reporting (m/f/d),"Waiblingen, Germany",Full Time,Entry-level,,"Data analysis,Data Analytics,Engineering,Excel,Finance,Julia","Startup environment,,,,",data analyst
Airwallex,"Data Science Director, Analyst",SG - Singapore,Full Time,Executive-level,65000.0,"A/B testing,Banking,FinTech,Hadoop,Matlab,Python","Competitive pay,Equity,Snacks / Drinks,Team events,",data scientist
Janes,Research Analyst I - Defence Data Development,"Bengaluru, Karnataka, India",Full Time,Mid-level,45000.0,"Architecture,Classification,Data Analytics,Data governance,Excel,KNIME","Team events,,,,",other
Bosch Group,Internship - Data Engineer,"Ovar, Portugal",Full Time,Entry-level,,"Architecture,Azure,Computer Science,Data analysis,Data pipelines,Docker","Flex hours,Startup environment,Team events,,",data engineer
Air Apps,Data Scientist (AI),Remote job,Full Time,Senior-level,129000.0,"Agile,Big Data,Chatbots,Clustering,Computer Science,Data analysis","Career development,Startup environment,Team events,Transparency,",data scientist
Utility Warehouse,Data Science Intern,"London, United Kingdom",Full Time,Entry-level,,"A/B testing,Causal inference,Computer Science,Machine Learning,ML models,NLP","Career development,Flex hours,Insurance,Startup environment,",data scientist
Natixis in Portugal,Data Engineer - IT Corporate,"Porto, Portugal",Full Time,Entry-level,59000.0,"Agile,Banking,CI/CD,DevOps,Git,Hadoop","Home office stipend,,,,",data engineer
Believe,HR Data Analyst,"Paris, France",Full Time,Entry-level,39000.0,"Power BI,Vue,,,,",",,,,",data analyst
TAL,Systems Data Analyst,"Sydney, Australia",Full Time,Entry-level,48000.0,"Agile,Architecture,Engineering,ETL,Excel,Finance","Flex hours,,,,",data analyst
Qontigo,Financial Market Data Analyst,"Central, Hong Kong Island, Hong Kong",Full Time,Entry-level,48000.0,"Computer Science,Data analysis,Engineering,Finance,Linux,OOP","Career development,Competitive pay,Equity,Salary bonus,",data analyst
Float Financial Solutions Inc.,Senior Data Scientist,"Toronto, Ontario, Canada - Remote",Full Time,Senior-level,129000.0,"Data strategy,Data visualization,Engineering,Finance,Machine Learning,ML models","Career development,Competitive pay,Flex hours,Flex vacation,Gear",data scientist
Practiv,Data Scientist,"Auckland, Auckland, New Zealand",Full Time,Mid-level,60000.0,"Computer Science,Data Mining,Data pipelines,Deep Learning,ETL,Machine Learning","Career development,Flex hours,,,",data scientist
Fulcrum Digital Inc.,System Reliability Engineer (Big Data),"Northwest Township, MO, United States",Full Time,Senior-level,,"Big Data,Bitbucket,CI/CD,Data analysis,Data governance,DataOps",",,,,",big data engineer
Ginger,Staff Software Engineer - Data Products,Remote - United States,Full Time,Senior-level,131000.0,"APIs,Architecture,Data pipelines,Data quality,Engineering,Machine Learning","Career development,Equity,Health care,Parental leave,Wellness",other
Netcentric,Senior Data Analyst,"Bucharest, Romania",Full Time,Senior-level,92000.0,"A/B testing,Angular,APIs,Architecture,Big Data,BigQuery","Career development,Fitness / gym,Flex hours,Flex vacation,Salary bonus",data analyst
Kin + Carta,Data Engineer,Colombia Remote,Full Time,Senior-level,115000.0,"Airflow,Angular,APIs,Architecture,AWS,Azure","Career development,Equity,,,",data engineer
Kin + Carta,Senior Spark Data Engineer,Argentina Remote,Full Time,Senior-level,115000.0,"Airflow,Angular,APIs,Architecture,AWS,Azure","Career development,,,,",data engineer
Asana,Data Engineer,San Francisco,Full Time,,171000.0,"Airflow,AWS,Data pipelines,Data strategy,Engineering,Genetics","Equity,Startup environment,,,",data engineer
CloudWalk,Data Engineer (Infrastructure),São Paulo,Full Time,,96000.0,"Architecture,CI/CD,Computer Science,Data governance,DataOps,Data warehouse","Startup environment,,,,",data engineer
Wix,Server Engineer - Big Data Serving Group,"Kyiv, Ukraine",Full Time,Senior-level,62000.0,"Agile,Architecture,Big Data,Kubernetes,Linux,Scala","Startup environment,,,,",big data engineer
Dentons,Marketing Data Analyst Intern,"Warsaw, Masovian Voivodeship, Poland",Internship,Entry-level,,"Data analysis,Excel,,,,",",,,,",data analyst
Ocorian,AML/CFT & Data Analyst,"Ebène, Mauritius",Full Time,Entry-level,48000.0,"Agile,Data management,Finance,Security,,",",,,,",data analyst
NBCUniversal,Data Quality Analyst,"New York, NEW YORK, United States",Full Time,,70000.0,"Azure,BigQuery,Data governance,Data quality,Data visualization,Data warehouse","Equity,Health care,Insurance,Medical leave,",other
Publicis Groupe,Data Analyst,"Madrid, Spain",Full Time,Executive-level,80000.0,"Data Studio,ELT,ETL,Excel,Pentaho,Power BI",",,,,",data analyst
BetterSleep,Data Science Intern/Stagiaire en données - Fall 2023/Automne 2023,Montréal,Internship,Entry-level,,"Agile,BigQuery,Data quality,Data visualization,Engineering,Mathematics","Career development,Fitness / gym,Team events,,",data scientist
Bosch Group,Smart Start Data Analyst | Maintenance,"Bursa, Türkiye",Full Time,Entry-level,,"Industrial,Power BI,Privacy,Python,Spark,SQL","Career development,Startup environment,,,",data analyst
Deutsche Telekom IT Solutions Slovakia,Data Scientist (MICA),"Koice, Slovakia (Slovak Republic)",Full Time,Senior-level,129000.0,"Big Data,CI/CD,CX,Data Analytics,Docker,Git","Career development,Health care,,,",data scientist
Euromonitor,"Data Analyst, Freelance",Lithuania - Remote,Full Time,Entry-level,48000.0,"Economics,Excel,Research,Statistics,,",",,,,",data analyst
Bitso,Experience & Data Analyst,Latin America,Full Time,Senior-level,92000.0,"Crypto,Data Analytics,Finance,Privacy,SQL,","Fitness / gym,Flex vacation,Health care,Home office stipend,Unlimited paid time off",data analyst
Stripe,"Staff Machine Learning Engineer, Revenue Automation and Data Services","APAC, EMEA, US / Canada",Full Time,Senior-level,131000.0,"Computer Science,Engineering,Finance,LLMs,Machine Learning,ML infrastructure","Career development,,,,",other
Cermati.com,Lead Data Engineer- Bangalore,"Bengaluru, India",Full Time,Entry-level,59000.0,"Architecture,Big Data,BigQuery,Engineering,FinTech,Hadoop","Startup environment,,,,",data engineer
Sertis,Senior Data Engineer,"Bangkok, Thailand",Full Time,Senior-level,115000.0,"Agile,Airflow,APIs,Architecture,AWS,Azure","Career development,Flex hours,Startup environment,Team events,",data engineer
